#Procedure: <__main__.IVProcedure>
#Parameters:
#	Contact ID: unguarded_centerpixel_10min
#	Current Range (A): 1e-05
#	Data Points: 10000
#	Device ID: 56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR
#	Sampling Rate (NPLC): 0.01
#	Voltage (V): 1000
#	Wait Time (min): 10
#	Surface Treatment: CdS_10mTorr_12nm
#	Guard Ring: False
#	Probe Location: center_pixel
#	Red LED settings: {10.0V, 10kR}
#Data:
Device ID,Contact ID,Voltage (V),Current (A),Time (s)
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.552879e-07,0.10652381999534555
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.521774e-07,0.10777129999769386
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.533143e-07,0.10900733999733347
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.734905e-07,0.11024385999917286
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.37842e-07,0.11147763999906601
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.580182e-07,0.11270983999565942
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.547567e-07,0.11394581999775255
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.486886e-07,0.11518981999688549
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.491433e-07,0.11643237999669509
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.530869e-07,0.11767105999751948
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.592315e-07,0.1189109799961443
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.520264e-07,0.12015070000052219
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.530869e-07,0.12139021999610122
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.56121e-07,0.12262442000064766
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.560464e-07,0.12386773999605794
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.555898e-07,0.12510433999705128
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.558936e-07,0.12633977999939816
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.406487e-07,0.12756952000199817
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.653742e-07,0.1288020400024834
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.553625e-07,0.13003939999907743
56AF25_10mT12nmCdSOXIDELESS_unguarded_REDLED10000mV10kR,unguarded_centerpixel_10min,1000.0,2.554389e-07,0.1312752800004091
